"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 23 14:15:15 GMT 2021","Sat Oct 23 14:15:15 GMT 2021","650","","io.github.maximilianoalves.tests.carrinhos.tests.CarrinhosTest","","io.github.maximilianoalves.tests.carrinhos.tests.CarrinhosTest","deveListarTodosOsCarrinhosComSucesso","deveListarTodosOsCarrinhosComSucesso()","Deve listar todos os carrinhos com sucesso."
"passed","Sat Oct 23 14:15:12 GMT 2021","Sat Oct 23 14:15:14 GMT 2021","1325","","io.github.maximilianoalves.tests.produtos.tests.ListarProdutosTest","","io.github.maximilianoalves.tests.produtos.tests.ListarProdutosTest","deveValidarSchemaUnicoProduto","deveValidarSchemaUnicoProduto()","Deve validar o schema de um único produto"
"passed","Sat Oct 23 14:15:19 GMT 2021","Sat Oct 23 14:15:20 GMT 2021","659","","io.github.maximilianoalves.tests.login.tests.LoginTest","","io.github.maximilianoalves.tests.login.tests.LoginTest","deveRealizarOLoginComEmailEmBranco","deveRealizarOLoginComEmailEmBranco()","Deve realizar o login com email em branco."
"passed","Sat Oct 23 14:15:05 GMT 2021","Sat Oct 23 14:15:06 GMT 2021","687","","io.github.maximilianoalves.tests.usuarios.tests.ListarUsuariosTest","","io.github.maximilianoalves.tests.usuarios.tests.ListarUsuariosTest","deveListarUsuariosComSucesso","deveListarUsuariosComSucesso()","Deve listar os usuários com sucesso."
"passed","Sat Oct 23 14:15:17 GMT 2021","Sat Oct 23 14:15:18 GMT 2021","656","","io.github.maximilianoalves.tests.login.tests.LoginTest","","io.github.maximilianoalves.tests.login.tests.LoginTest","deveRealizarOLoginComSucesso","deveRealizarOLoginComSucesso()","Deve realizar o login com sucesso."
"passed","Sat Oct 23 14:15:20 GMT 2021","Sat Oct 23 14:15:21 GMT 2021","662","","io.github.maximilianoalves.tests.login.tests.LoginTest","","io.github.maximilianoalves.tests.login.tests.LoginTest","deveRealizarOLoginComSenhaEmBranco","deveRealizarOLoginComSenhaEmBranco()","Deve realizar o login com senha em branco."
"passed","Sat Oct 23 14:15:14 GMT 2021","Sat Oct 23 14:15:15 GMT 2021","1312","","io.github.maximilianoalves.tests.produtos.tests.ListarProdutosTest","","io.github.maximilianoalves.tests.produtos.tests.ListarProdutosTest","deveBuscarUnicoProdutoSucesso","deveBuscarUnicoProdutoSucesso()","Deve buscar um unico produto com sucesso"
"passed","Sat Oct 23 14:15:11 GMT 2021","Sat Oct 23 14:15:12 GMT 2021","649","","io.github.maximilianoalves.tests.produtos.tests.ListarProdutosTest","","io.github.maximilianoalves.tests.produtos.tests.ListarProdutosTest","deveListarProdutosComSucesso","deveListarProdutosComSucesso()","Deve listar os produtos com sucesso."
"passed","Sat Oct 23 14:15:06 GMT 2021","Sat Oct 23 14:15:06 GMT 2021","682","","io.github.maximilianoalves.tests.usuarios.tests.ListarUsuariosTest","","io.github.maximilianoalves.tests.usuarios.tests.ListarUsuariosTest","deveListarUsuariosAdministradoresComSucesso","deveListarUsuariosAdministradoresComSucesso()","Deve listar os usuários administradores com sucesso."
"passed","Sat Oct 23 14:15:19 GMT 2021","Sat Oct 23 14:15:19 GMT 2021","653","","io.github.maximilianoalves.tests.login.tests.LoginTest","","io.github.maximilianoalves.tests.login.tests.LoginTest","naoDeveSerRealizadoUmGetNoLogin","naoDeveSerRealizadoUmGetNoLogin()","Não deve ser permitido realizar um GET no login."
